state_1,price_1,load_1,month_1,year_1,coal_cost_1,CDD_1,HDD_1,date_1,state_2,price_2,load_2,month_2,year_2,coal_cost_2,CDD_2,HDD_2,date_2,ln_load_rel,ln_price_rel,ln_coal_rel,time_diff
vermont,0.1646730949184263,191.0,7,2011,41.92603441962651,141.0,4.0,7/2011,vermont,0.16763360481981482,183.0,2,2018,39.914091264085684,0.0,80.0,2/2018,0.04278727520520898,-0.017818408310135255,0.04917755444139084,-79.0
new jersey,0.16630050042719396,3853.0,7,2011,42.4345986411164,398.0,0.0,7/2011,new jersey,0.16159262448710807,1880.0,10,2011,40.079023352413756,5.0,302.0,10/2011,0.7175802888021626,0.02871789088236212,0.057110946148013576,-3.0
new jersey,0.16630050042719396,3853.0,7,2011,42.4345986411164,398.0,0.0,7/2011,new jersey,0.15901821791311146,1878.0,3,2012,34.92184445090588,2.0,485.0,3/2012,0.7186446848579494,0.04477762165117229,0.19485148626927362,-8.0
new jersey,0.16630050042719396,3853.0,7,2011,42.4345986411164,398.0,0.0,7/2011,new jersey,0.15930231393870214,1736.0,4,2012,32.401149459813965,0.0,384.0,4/2012,0.7972684494058621,0.042992652900535035,0.26977013584924886,-9.0
new jersey,0.16630050042719396,3853.0,7,2011,42.4345986411164,398.0,0.0,7/2011,new jersey,0.15181282371852114,2488.0,1,2013,72.60225040185746,0.0,980.0,1/2013,0.4373728907670876,0.09114805626011588,-0.5370318834481236,-18.0
new jersey,0.16630050042719396,3853.0,7,2011,42.4345986411164,398.0,0.0,7/2011,new jersey,0.15086654341614844,2130.0,2,2013,68.03824061532985,0.0,916.0,2/2013,0.5927300859226868,0.09740076779669421,-0.47210587392701997,-19.0
new jersey,0.16630050042719396,3853.0,7,2011,42.4345986411164,398.0,0.0,7/2011,new jersey,0.1517596396574766,2134.0,3,2013,82.69068950155918,0.0,828.0,3/2013,0.590853912764459,0.09149844417736763,-0.6671429789174153,-20.0
new jersey,0.16630050042719396,3853.0,7,2011,42.4345986411164,398.0,0.0,7/2011,new jersey,0.15101289134438306,1793.0,10,2014,30.154114568188426,11.0,266.0,10/2014,0.7649618710210248,0.09643118906526695,0.3416426513876328,-39.0
new jersey,0.16630050042719396,3853.0,7,2011,42.4345986411164,398.0,0.0,7/2011,new jersey,0.15119041846482084,1987.0,11,2014,27.328710662852156,0.0,706.0,11/2014,0.6622261020743407,0.09525630358190972,0.44002621297037,-40.0
new jersey,0.16630050042719396,3853.0,7,2011,42.4345986411164,398.0,0.0,7/2011,new jersey,0.15091319074997805,2732.0,1,2015,51.03325751881534,0.0,1172.0,1/2015,0.3438181239354769,0.09709161957419976,-0.18451349323323613,-42.0
new jersey,0.16630050042719396,3853.0,7,2011,42.4345986411164,398.0,0.0,7/2011,new jersey,0.1496534189232301,2398.0,1,2016,48.69536635118283,0.0,1056.0,1/2016,0.4742170090386981,0.10547431521081375,-0.13761984359585525,-54.0
new jersey,0.16630050042719396,3853.0,7,2011,42.4345986411164,398.0,0.0,7/2011,new jersey,0.14745806835508943,2010.0,2,2018,40.86243445275019,0.0,735.0,2/2018,0.6507173435730361,0.12025254235210776,0.0377528672169328,-79.0
new jersey,0.16630050042719396,3853.0,7,2011,42.4345986411164,398.0,0.0,7/2011,new jersey,0.1432023046185299,2131.0,3,2018,42.328779853173494,0.0,840.0,3/2018,0.5922607125275404,0.14953804727586092,0.0024968056912274775,-80.0
new york,0.1954920867407136,5387.0,7,2011,44.63159607795272,307.0,1.0,7/2011,new york,0.16683878600719892,3792.0,3,2012,35.7440067377202,0.0,580.0,3/2012,0.3510950593056213,0.1584919086636956,0.2220594290613363,-8.0
new york,0.1954920867407136,5387.0,7,2011,44.63159607795272,307.0,1.0,7/2011,new york,0.16731248685831007,3394.0,4,2012,33.222192184073776,0.0,489.0,4/2012,0.4619794768863621,0.155656658841812,0.2952239485516989,-9.0
new york,0.1954920867407136,5387.0,7,2011,44.63159607795272,307.0,1.0,7/2011,new york,0.1797752808988764,4036.0,3,2013,81.47304855714498,0.0,924.0,3/2013,0.28873454120703423,0.08381227008682711,-0.6018302325581668,-20.0
new york,0.1954920867407136,5387.0,7,2011,44.63159607795272,307.0,1.0,7/2011,new york,0.19086005571691067,4155.0,6,2013,75.59322703653211,103.0,2.0,6/2013,0.25967621539098523,0.023979434661989398,-0.5269246492608078,-23.0
new york,0.1954920867407136,5387.0,7,2011,44.63159607795272,307.0,1.0,7/2011,new york,0.17812178513692256,4407.0,12,2013,30.490373781413805,0.0,38.0,12/2013,0.20079445783854677,0.09305239907068308,0.38103102037470793,-29.0
