state_1,price_1,load_1,month_1,year_1,coal_cost_1,CDD_1,HDD_1,date_1,state_2,price_2,load_2,month_2,year_2,coal_cost_2,CDD_2,HDD_2,date_2,ln_load_rel,ln_price_rel,ln_coal_rel,time_diff
new jersey,0.16733018163722319,2446.0,12,2010,55.393132620054736,0.0,72.0,12/2010,new jersey,0.15101289134438306,1793.0,10,2014,30.154114568188426,11.0,266.0,10/2014,0.3105638426419847,0.10260378969647536,0.6081342423574092,-46.0
new jersey,0.16733018163722319,2446.0,12,2010,55.393132620054736,0.0,72.0,12/2010,new jersey,0.15119041846482084,1987.0,11,2014,27.328710662852156,0.0,706.0,11/2014,0.20782807369530082,0.10142890421311813,0.7065178039401464,-47.0
new jersey,0.16733018163722319,2446.0,12,2010,55.393132620054736,0.0,72.0,12/2010,new jersey,0.15091319074997805,2732.0,1,2015,51.03325751881534,0.0,1172.0,1/2015,-0.11057990444356307,0.10326422020540833,0.08197809773654044,-49.0
new jersey,0.16733018163722319,2446.0,12,2010,55.393132620054736,0.0,72.0,12/2010,new jersey,0.1496534189232301,2398.0,1,2016,48.69536635118283,0.0,1056.0,1/2016,0.019818980659658172,0.11164691584202212,0.12887174737392115,-61.0
new jersey,0.16733018163722319,2446.0,12,2010,55.393132620054736,0.0,72.0,12/2010,new jersey,0.14745806835508943,2010.0,2,2018,40.86243445275019,0.0,735.0,2/2018,0.19631931519399617,0.12642514298331622,0.30424445818670914,-86.0
new jersey,0.16733018163722319,2446.0,12,2010,55.393132620054736,0.0,72.0,12/2010,new jersey,0.1432023046185299,2131.0,3,2018,42.328779853173494,0.0,840.0,3/2018,0.1378626841485005,0.15571064790706948,0.26898839666100394,-87.0
new york,0.18371070747283733,4417.0,12,2010,50.58264908351995,0.0,146.0,12/2010,new york,0.178250356500713,4717.0,1,2011,44.464422262177855,0.0,1286.0,1/2011,-0.06571227168773516,0.03017321904765678,0.12891924432532847,-1.0
new york,0.18371070747283733,4417.0,12,2010,50.58264908351995,0.0,146.0,12/2010,new york,0.17979681414470294,4301.0,2,2011,58.96717291404785,0.0,43.0,2/2011,0.026613178812790187,0.021534875347266745,-0.15337228377449685,-2.0
new york,0.18371070747283733,4417.0,12,2010,50.58264908351995,0.0,146.0,12/2010,new york,0.18644361354212305,3557.0,5,2011,30.55433863458071,26.0,72.0,5/2011,0.21654323964807135,-0.014766574769065443,0.5041019209682033,-5.0
new york,0.18371070747283733,4417.0,12,2010,50.58264908351995,0.0,146.0,12/2010,new york,0.19432216515855547,4138.0,6,2011,41.13678976114779,117.0,6.0,6/2011,0.06524815329103818,-0.05615514851995171,0.2067057648783377,-6.0
